,checking,month,credit_history,purpose,credit_amount,savings,employment_length,installment_rate,sex_marital_status,debtors,resident_length,property,age,installment_plan,housing,num_of_credit,job,liables,telephone,foreign_worker,target
925,0,12,1,7,697,2,3,4,3,2,2,2,46,2,2,2,1,1,1,0,2
926,0,18,4,5,1049,2,3,4,4,2,4,1,21,1,0,1,1,1,0,0,1
927,0,48,2,8,10297,2,1,4,3,2,4,3,39,0,1,3,1,2,1,0,2
928,3,30,2,6,1867,1,0,4,3,2,4,2,58,1,2,1,1,1,1,0,1
929,0,12,3,7,1344,2,2,4,3,2,2,0,43,1,2,2,2,2,0,0,1
930,0,24,2,5,1747,2,3,4,3,0,1,1,24,1,2,1,2,1,0,1,1
931,1,9,2,6,1670,2,3,4,4,2,2,2,22,1,2,1,1,1,1,0,2
932,3,9,4,7,1224,2,2,3,3,2,1,0,30,1,2,2,1,1,0,0,1
933,3,12,4,6,522,4,0,4,3,2,4,1,42,1,2,2,1,2,1,0,1
934,0,12,2,6,1498,2,2,4,4,2,1,2,23,2,2,1,1,1,0,0,1
935,1,30,3,6,1919,3,3,4,3,2,3,3,30,0,2,2,0,1,0,0,2
936,2,9,2,6,745,2,2,3,4,2,2,0,28,1,2,1,2,1,0,0,2
937,1,6,2,6,2063,2,3,4,1,2,3,2,30,1,0,1,0,1,1,0,1
938,1,60,2,1,6288,2,2,4,3,2,4,3,42,1,1,1,1,1,0,0,2
939,3,24,4,8,6842,1,2,2,3,2,4,1,46,1,2,2,0,2,1,0,1
940,3,12,2,7,3527,1,3,2,3,2,3,1,45,1,2,1,0,2,1,0,1
941,3,10,2,7,1546,2,2,3,3,2,2,0,31,1,2,1,2,2,0,1,1
942,3,24,2,5,929,1,1,4,3,2,2,2,31,0,2,1,1,1,1,0,1
943,3,4,4,7,1455,2,1,2,3,2,1,0,42,1,2,3,2,2,0,0,1
944,0,15,2,5,1845,2,3,4,4,1,1,1,46,1,0,1,1,1,0,0,1
945,1,48,0,7,8358,4,3,1,4,2,1,2,30,1,2,2,1,1,0,0,1
946,0,24,1,5,3349,4,3,4,3,2,4,3,30,1,1,1,1,2,1,0,2
947,3,12,2,7,2859,1,4,4,3,2,4,3,38,1,2,1,0,1,1,0,1
948,3,18,2,5,1533,2,3,4,1,0,1,1,43,1,2,1,2,2,0,0,2
949,3,24,2,6,3621,3,0,2,3,2,4,2,31,1,2,2,1,1,0,0,2
950,1,18,4,10,3590,2,4,3,1,2,3,2,40,1,2,3,3,2,1,0,1
951,0,36,3,10,2145,2,1,2,3,2,1,2,24,1,2,2,1,1,1,0,2
952,1,24,2,8,4113,4,3,3,4,2,4,2,28,1,0,1,1,1,0,0,2
953,3,36,2,5,10974,2,4,4,4,2,2,2,26,1,2,2,0,1,1,0,2
954,0,12,2,7,1893,2,2,4,4,1,4,1,29,1,2,1,1,1,1,0,1
955,0,24,4,6,1231,0,0,4,4,2,4,1,57,1,0,2,0,1,1,0,1
956,2,30,4,6,3656,1,0,4,3,2,4,1,49,0,2,2,2,1,0,0,1
957,1,9,4,6,1154,2,0,2,3,2,4,0,37,1,2,3,2,1,0,0,1
958,0,28,2,7,4006,2,2,3,3,2,2,2,45,1,2,1,2,1,0,0,2
959,1,24,2,5,3069,3,0,4,3,2,4,3,30,1,1,1,1,1,0,0,1
960,3,6,4,6,1740,2,0,2,1,2,2,0,30,1,0,2,1,1,0,0,1
961,1,21,3,7,2353,2,2,1,2,2,4,1,47,1,2,2,1,1,0,0,1
962,3,15,2,7,3556,1,2,3,3,2,2,3,29,1,2,1,1,1,0,0,1
963,3,24,2,6,2397,4,0,3,3,2,2,2,35,2,2,2,1,1,1,0,2
964,1,6,2,4,454,2,3,3,1,2,1,1,22,1,2,1,2,1,0,0,1
965,1,30,2,6,1715,1,2,4,4,2,1,2,26,1,2,1,1,1,0,0,1
966,1,27,4,6,2520,4,2,4,3,2,2,1,23,1,2,2,2,1,0,0,2
967,3,15,2,6,3568,2,0,4,4,2,2,2,54,2,0,1,0,1,1,0,1
968,3,42,2,6,7166,1,1,2,1,2,4,1,29,1,0,1,1,1,1,0,1
969,0,11,4,7,3939,2,2,1,3,2,2,0,40,1,2,2,2,2,0,0,1
970,1,15,2,4,1514,3,2,4,3,1,2,0,22,1,2,1,1,1,0,0,1
971,3,24,2,7,7393,2,2,1,3,2,4,1,43,1,2,1,2,2,0,0,1
972,0,24,1,7,1193,2,4,1,4,0,4,3,29,1,0,2,3,1,0,0,2
973,0,60,2,10,7297,2,0,4,3,0,4,3,36,1,0,1,1,1,0,0,2
974,3,30,4,6,2831,2,2,4,4,2,2,2,33,1,2,1,1,1,1,0,1
975,2,24,2,6,1258,4,2,3,4,2,3,2,57,1,2,1,2,1,0,0,1
976,1,6,2,6,753,2,2,2,4,1,3,0,64,1,2,1,1,1,0,0,1
977,1,18,3,10,2427,1,0,4,3,2,2,1,42,1,2,2,1,1,0,0,1
978,3,24,3,7,2538,2,0,4,3,2,4,2,47,1,2,2,2,2,0,0,2
979,1,15,1,7,1264,3,2,2,1,2,2,1,25,1,0,1,1,1,0,0,2
980,1,30,4,5,8386,2,1,2,3,2,2,1,49,1,2,1,1,1,0,0,2
981,3,48,2,10,4844,2,4,3,3,2,2,2,33,2,0,1,0,1,1,0,2
982,2,21,2,7,2923,3,2,1,4,2,1,2,28,2,2,1,0,1,1,0,1
983,0,36,2,8,8229,2,2,2,3,2,2,1,26,1,2,1,1,2,0,0,2
984,3,24,4,5,2028,2,1,2,3,2,2,1,30,1,2,2,2,1,0,0,1
985,0,15,4,5,1433,2,2,4,4,2,3,1,25,1,0,2,1,1,0,0,1
986,2,42,0,10,6289,2,3,2,2,2,1,1,33,1,2,2,1,1,0,0,1
987,3,13,2,6,1409,3,4,2,4,2,4,0,64,1,2,1,1,1,0,0,1
988,0,24,2,8,6579,2,4,4,3,2,2,3,29,1,1,1,0,1,1,0,1
989,1,24,4,6,1743,2,0,4,3,2,2,1,48,1,2,2,2,1,0,0,1
990,3,12,4,1,3565,1,3,2,3,2,1,1,37,1,2,2,2,2,0,0,1
991,3,15,1,6,1569,3,0,4,3,2,4,2,34,2,2,1,2,2,0,0,1
992,0,18,2,6,1936,1,1,2,1,2,4,2,23,1,0,2,2,1,0,0,1
993,0,36,2,5,3959,2,4,4,3,2,3,1,30,1,2,1,0,1,1,0,1
994,3,12,2,7,2390,1,0,4,3,2,3,2,50,1,2,1,1,1,1,0,1
995,3,12,2,5,1736,2,1,3,4,2,4,0,31,1,2,1,2,1,0,0,1
996,0,30,2,8,3857,2,2,4,2,2,4,1,40,1,2,1,0,1,1,0,1
997,3,12,2,6,804,2,0,4,3,2,4,2,38,1,2,1,1,1,0,0,1
998,0,45,2,6,1845,2,2,4,3,2,4,3,23,1,1,1,1,1,1,0,2
999,1,45,4,8,4576,3,4,3,3,2,4,2,27,1,2,1,1,1,0,0,1
